Rank,Name,basename,Genre,Platform,Publisher,Developer,Year,Global_Sales,NA_Sales,PAL_Sales,JP_Sales
6812,Sword Art Online: Fatal Bullet,sword-art-online-fatal-bullet,Role-Playing,PS4,Namco Bandai Games,Dimps Corporation,2018,0.29,0.11,0.03,0.13
6816,Lego Star Wars: The Force Awakens,lego-star-wars-the-force-awakens,Action-Adventure,WiiU,Warner Bros. Interactive Entertainment,TT Fusion,2016,0.29,0.12,0.13,0.02
6818,Front Mission Evolved,front-mission-evolved,Shooter,PS3,Square Enix,Double Helix Games,2010,0.29,0.09,0.07,0.11
6822,Naruto to Boruto: Shinobi Striker,naruto-to-boruto-shinobi-striker,Action,PS4,Bandai Namco Games,Soleil Software Studio Inc.,2018,0.29,0.19,0.03,0.02
6831,Little King's Story,little-kings-story,Strategy,Wii,Xseed Games,Cing Inc. / Town Factory,2009,0.29,0.14,0.11,0.02
6833,Lupin the 3rd: Treasure of the Sorcerer King,lupin-the-3rd-treasure-of-the-sorcerer-king,Adventure,PS2,Bandai,Banpresto,2004,0.29,0.02,0.02,0.25
6844,Dynasty Warriors: Strikeforce,dynasty-warriors-strikeforce,Action,PS3,Tecmo Koei,Omega Force,2010,0.29,0.11,0.08,0.07
6846,Kagero: Deception II,kagero-deception-ii,Strategy,PS,Tecmo,Tecmo,1998,0.29,0.03,0.02,0.22
6860,Wanted: Weapons of Fate,wanted-weapons-of-fate,Shooter,PS3,Warner Bros. Interactive,GRIN,2009,0.29,0.14,0.1,0.01
6861,Ratchet & Clank: Size Matters,ratchet-amp-clank-size-matters,Platform,PS2,Sony Computer Entertainment,High Impact Games,2008,0.29,0.13,0.1,0.03
6863,NieR,nier,Role-Playing,X360,Square Enix,Cavia Inc.,2010,0.29,0.13,0.1,0.04
6864,Ace Combat: Joint Assault,ace-combat-joint-assault,Simulation,PSP,Namco Bandai,Project ACES,2010,0.29,0.06,0.05,0.15
6886,Trace Memory,trace-memory,Adventure,DS,Nintendo,Cing,2005,0.29,0.15,0.01,0.12
6894,The New Tetris,the-new-tetris,Puzzle,N64,Nintendo,H2O Interactive,1999,0.29,0.22,0.05,0.02
6899,Trauma Center: New Blood,trauma-center-new-blood,Simulation,Wii,Atlus,Atlus Co.,2007,0.29,0.22,0.04,0.01
6911,Overcooked! 2,overcooked-2,Simulation,NS,Sold Out,Ghost Town Games,2018,0.29,0.17,0.09,0.01
6919,The Legend of Legacy,the-legend-of-legacy,Role-Playing,3DS,Atlus,Cattle Call,2015,0.29,0.14,0.02,0.11
6921,Majin and the Forsaken Kingdom,majin-and-the-forsaken-kingdom,Adventure,PS3,Namco Bandai,Game Republic,2010,0.29,0.09,0.14,0.01
6924,Disgaea 3: Absence of Detention,disgaea-3-absence-of-detention,Role-Playing,PSV,NIS America,Nippon Ichi Software,2012,0.29,0.11,0.06,0.07
6925,Cars 3: Driven to Win,cars-3-driven-to-win,Racing,PS4,Warner Bros. Interactive Entertainment,Avalanche Software,2017,0.29,0.06,0.18,0.01
6932,"Sakura Wars: So Long, My Love"," my love""",Role-Playing,PS2,NIS America,RED Entertainment,2010,0.29,0.07,0.05,0.15
6933,Dynasty Tactics,dynasty-tactics,Strategy,PS2,KOEI,Koei,2002,0.29,0.06,0.05,0.16
6937,Sengoku Basara: Samurai Heroes,sengoku-basara-samurai-heroes,Action,Wii,Capcom,Capcom,2010,0.29,0.06,0.02,0.2
6939,Warriors Orochi 2,warriors-orochi-2,Action,PSP,KOEI,Omega Force,2009,0.29,0.06,0.0,0.22
6941,Metal Gear Solid V: The Definitive Experience,metal-gear-solid-v-the-definitive-experience,Action,PS4,Konami Digital Entertainment,Kojima Productions,2016,0.29,0.13,0.08,0.03
6943,Army of Two: The Devil's Cartel,army-of-two-the-devils-cartel,Shooter,PS3,Electronic Arts,Visceral Games,2013,0.29,0.11,0.12,0.01
6948,Dead Rising: Chop Till You Drop,dead-rising-chop-till-you-drop,Action,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,2009,0.29,0.15,0.07,0.05
6951,Feel the Magic XY/XX,feel-the-magic-xy,Puzzle,DS,Sega,Sonic Team,2004,0.29,0.17,0.0,0.1
6953,One Piece Unlimited World: Red,one-piece-unlimited-world-red,Action-Adventure,PS3,Namco Bandai Games,Ganbarion,2014,0.29,0.09,0.1,0.06
6954,Ever Oasis,ever-oasis,Role-Playing,3DS,Nintendo,GREZZO,2017,0.29,0.13,0.08,0.05
6955,Namco Museum Vol.2,namco-museum-vol2,Misc,PS,Namco,Namco,1996,0.29,0.03,0.02,0.21
6976,Culdcept,culdcept,Strategy,3DS,NIS America,OmiyaSoft,2017,0.29,0.04,0.01,0.23
6984,Tales of Phantasia,tales-of-phantasia,Role-Playing,GBA,Nintendo,Wolfteam / Namco Tales Studio,2006,0.29,0.08,0.03,0.17
7003,Shadow Hearts,shadow-hearts,Role-Playing,PS2,Midway Games,Sacnoth,2001,0.28,0.09,0.07,0.1
7004,Bladestorm: The Hundred Years' War,bladestorm-the-hundred-years-war,Action,PS3,KOEI,Omega Force,2007,0.28,0.1,0.03,0.14
7018,DeathSmiles,deathsmiles,Shooter,X360,Aksys Games,Cave,2010,0.28,0.15,0.06,0.05
7029,WarioWare Gold,warioware-gold,Misc,3DS,Nintendo,Intelligent Systems,2018,0.28,0.11,0.03,0.13
7030,Reel Fishing: Angler's Dream,reel-fishing-anglers-dream,Sports,Wii,Natsume,SIMS,2009,0.28,0.25,0.01,0.0
7051,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,PS3,Ignition Entertainment,Ignition Entertainment,2011,0.28,0.11,0.07,0.08
7052,Operation Flashpoint: Red River,operation-flashpoint-red-river,Shooter,X360,Codemasters,Codemasters,2011,0.28,0.1,0.14,0.01
7071,Dead to Rights: Retribution,dead-to-rights-retribution,Shooter,PS3,Namco Bandai,Volatile Games,2010,0.28,0.1,0.12,0.02
7076,Driver: Parallel Lines,driver-parallel-lines,Racing,PS2,Atari,Reflections Interactive,2006,0.28,0.12,0.1,0.03
7081,Mega Man ZX,mega-man-zx,Platform,DS,Capcom,Inti Creates,2006,0.28,0.16,0.0,0.1
7087,Dead or Alive,dead-or-alive,Fighting,PS,Tecmo,Team Ninja,1998,0.28,0.09,0.06,0.1
7096,Mega Man 7,mega-man-7,Platform,SNES,Capcom,Capcom,1995,0.28,0.03,0.01,0.23
7099,Yu-Gi-Oh! World Championship 2008,yu-gi-oh-world-championship-2008,Strategy,DS,Konami,Konami,2007,0.28,0.13,0.02,0.12
7107,Patapon 3,patapon-3,Platform,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,2011,0.28,0.05,0.04,0.17
7118,Lego Star Wars: The Force Awakens,lego-star-wars-the-force-awakens,Action-Adventure,3DS,Warner Bros. Interactive Entertainment,TT Fusion,2016,0.28,0.05,0.19,0.02
7119,Darksiders,darksiders,Action,PS3,THQ,Vigil Games,2010,0.28,0.02,0.14,0.02
7122,Onechanbara Z2: Chaos,onechanbara-z2-chaos,Action,PS4,NIS America,Tamsoft,2015,0.28,0.16,0.03,0.05
7128,Mister Mosquito,mister-mosquito,Shooter,PS2,Eidos Interactive,Zoom Inc.,2002,0.28,0.05,0.04,0.17
7131,Virtua Fighter 5 Online,virtua-fighter-5-online,Fighting,X360,Sega,Sega-AM2,2007,0.28,0.2,0.02,0.03
7134,Secret of Mana,secret-of-mana,Role-Playing,PS4,Square Enix,Square,2018,0.28,0.06,0.12,0.05
7160,Etrian Mystery Dungeon,etrian-mystery-dungeon,Role-Playing,3DS,Atlus,Spike Chunsoft,2015,0.28,0.11,0.01,0.14
7165,Need for Speed: The Run,need-for-speed-the-run,Racing,Wii,Electronic Arts,Firebrand Games,2011,0.28,0.11,0.13,0.01
7169,Armored Core: Project Phantasma,armored-core-project-phantasma,Simulation,PS,ASCII Entertainment,From Software,1998,0.28,0.06,0.04,0.15
7174,Rhythm Thief & the Emperor's Treasure,rhythm-thief-amp-the-emperors-treasure,Misc,3DS,Sega,Sega,2012,0.28,0.07,0.07,0.12
7181,Pro Evolution Soccer 2017,pro-evolution-soccer-2017,Sports,PS3,Konami Digital Entertainment,PES Productions,2016,0.27,0.04,0.12,0.08
7188,Tomb Raider: Legend (Weekly American and JP sales),tomb-raider-legend-weekly-american-and-jp-sales,Action,X360,Eidos Interactive,Crystal Dynamics,2006,0.27,0.24,0.0,0.01
7199,Dynasty Warriors,dynasty-warriors,Action,PS,KOEI,Omega Force,1997,0.27,0.09,0.06,0.11
7210,Dragon Ball GT: Final Bout,dragon-ball-gt-final-bout,Fighting,PS,Bandai,Bandai,1997,0.27,0.02,0.02,0.22
7213,GRID 2,grid-2,Misc,X360,Codemasters,Unknown,2013,0.27,0.08,0.17,0.0
7219,Bravo Team,bravo-team,Shooter,PS4,Sony Interactive Entertainment,Supermassive Games Ltd.,2018,0.27,0.12,0.09,0.02
7221,Lightning Returns: Final Fantasy XIII,lightning-returns-final-fantasy-xiii,Misc,X360,Square Enix,Unknown,2014,0.27,0.15,0.08,0.01
7224,Etrian Odyssey V: Beyond the Myth,etrian-odyssey-v-beyond-the-myth,Role-Playing,3DS,Atlus,Atlus,2017,0.27,0.11,0.01,0.14
7233,Shadows of the Damned,shadows-of-the-damned,Action,PS3,Electronic Arts,Grasshopper Manufacture,2011,0.27,0.11,0.09,0.04
7239,Pac-Pix,pac-pix,Puzzle,DS,Namco,Namco,2005,0.27,0.16,0.0,0.1
7268,Punch-Out!!,punch-out,Sports,VC,Nintendo,Nintendo IRD,2007,0.27,0.0,0.22,0.05
7286,Driveclub VR,driveclub-vr,Racing,PS4,Sony Interactive Entertainment,Evolution Studios,2016,0.27,0.12,0.09,0.01
7287,Dragon Ball Z: Tenkaichi Tag Team,dragon-ball-z-tenkaichi-tag-team,Fighting,PSP,Namco Bandai,Dimps Corporation,2010,0.27,0.11,0.04,0.09
7288,Shenmue I & II,shenmue-i-amp-ii,Action-Adventure,PS4,Sega,Sega,2018,0.27,0.09,0.1,0.05
7291,The Amazing Spider-Man 2 (2014),the-amazing-spider-man-2-2014,Action-Adventure,PS3,Activision,Beenox,2014,0.27,0.06,0.14,0.02
7296,MotoGP,motogp,Racing,PS2,Namco,Namco,2000,0.27,0.06,0.05,0.14
7339,Puppeteer,puppeteer,Platform,PS3,Sony Computer Entertainment America,SCE Japan Studio,2013,0.27,0.11,0.09,0.02
7349,Battle Arena Toshinden 3,battle-arena-toshinden-3,Fighting,PS,Playmates,Takara,1997,0.27,0.06,0.04,0.14
7356,Suikoden Tierkreis,suikoden-tierkreis,Role-Playing,DS,Konami,Konami,2009,0.27,0.09,0.02,0.15
7357,R.U.S.E.,ruse,Strategy,X360,Ubisoft,Eugen Systems,2010,0.27,0.12,0.11,0.0
7360,The World Ends with You: Final Remix,the-world-ends-with-you-final-remix,Role-Playing,NS,Nintendo,Square Enix,2018,0.27,0.14,0.08,0.03
7370,Hatsune Miku: Project Diva F 2nd,hatsune-miku-project-diva-f-2nd,Music,PS3,Sega,Sega,2014,0.27,0.1,0.03,0.1
7376,Atelier Ayesha: The Alchemist of Dusk,atelier-ayesha-the-alchemist-of-dusk,Role-Playing,PS3,Tecmo Koei,Gust,2013,0.27,0.06,0.04,0.14
7386,Lowrider,lowrider,Misc,PS2,Jaleco,Pacific Century Cyber Works Japan,2003,0.26,0.11,0.09,0.03
7391,Etrian Odyssey: Millennium Girl,etrian-odyssey-millennium-girl,Role-Playing,3DS,Atlus,Atlus,2013,0.26,0.1,0.01,0.14
7398,Asura's Wrath,asuras-wrath,Action,X360,Capcom,CyberConnect2,2012,0.26,0.17,0.06,0.01
7405,Panzer Dragoon Orta,panzer-dragoon-orta,Shooter,XB,Sega,Smilebit,2003,0.26,0.16,0.05,0.04
7407,Ninja Gaiden Sigma Plus,ninja-gaiden-sigma-plus,Action,PSV,Tecmo Koei,Team Ninja,2012,0.26,0.12,0.06,0.04
7411,King's Field II,kings-field-ii,Role-Playing,PS,ASCII Entertainment,From Software,1996,0.26,0.08,0.06,0.11
7423,Deadly Premonition,deadly-premonition,Action,X360,Ignition Entertainment,Access Games,2010,0.26,0.18,0.06,0.0
7432,Phantasy Star Universe: Ambition of the Illuminus,phantasy-star-universe-ambition-of-the-illuminus,Role-Playing,PS2,Sega,Sonic Team,2007,0.26,0.1,0.08,0.05
7435,Stella Glow,stella-glow,Role-Playing,3DS,Atlus,imageepoch Inc.,2015,0.26,0.17,0.01,0.06
7443,Dynasty Warriors 7: Xtreme Legends,dynasty-warriors-7-xtreme-legends,Action,PS3,KOEI,Omega Force,2011,0.26,0.04,0.05,0.16
7462,Battlestations: Midway,battlestations-midway,Strategy,X360,Eidos Interactive,Eidos Hungary,2007,0.26,0.21,0.02,0.0
7465,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,yu-gi-oh-ultimate-masters-world-championship-tournament-2006,Misc,GBA,Konami,Konami,2006,0.26,0.14,0.05,0.07
7471,Bust A Groove 2,bust-a-groove-2,Misc,PS,Enix,Metro,1999,0.26,0.04,0.03,0.18
7482,Armored Core: Nexus,armored-core-nexus,Simulation,PS2,Agetec,From Software,2004,0.26,0.06,0.05,0.14
7495,Army of Two: The Devil's Cartel,army-of-two-the-devils-cartel,Shooter,X360,Electronic Arts,Visceral Games,2013,0.26,0.16,0.07,0.0
7497,The Legend of Heroes: Trails of Cold Steel II,the-legend-of-heroes-trails-of-cold-steel-ii,Role-Playing,PSV,Xseed Games,Nihon Falcom Corporation,2016,0.26,0.06,0.04,0.13
7501,Resident Evil: Revelations,resident-evil-revelations,Shooter,X360,Capcom,Capcom,2013,0.26,0.12,0.1,0.02
7506,Metroid Prime Pinball,metroid-prime-pinball,Misc,DS,Nintendo,Fuse Games Limited,2005,0.26,0.22,0.0,0.02
7508,Classic NES Series: Bomberman,classic-nes-series-bomberman,Action,GBA,Nintendo,Hudson Soft,2004,0.26,0.1,0.04,0.11
7513,Resident Evil: Deadly Silence,resident-evil-deadly-silence,Action,DS,Capcom,Capcom,2006,0.26,0.11,0.02,0.11
7519,"What Did I Do to Deserve This, My Lord!? 2","my lord 2""",Role-Playing,PSP,NIS America,Acquire,2010,0.26,0.06,0.0,0.18
7528,Dynasty Warriors Next,dynasty-warriors-next,Action,PSV,Tecmo Koei,Omega Force,2012,0.26,0.05,0.07,0.11
7535,My Hero One's Justice,my-hero-ones-justice,Fighting,NS,Bandai Namco Entertainment,Byking,2018,0.26,0.17,0.01,0.06
7544,Armored Core: Master of Arena,armored-core-master-of-arena,Simulation,PS,Agetec,From Software,2000,0.26,0.07,0.05,0.13
7558,Polarium,polarium,Puzzle,DS,Nintendo,Mitchell,2005,0.26,0.13,0.01,0.11
7560,ReCore,recore,Action-Adventure,XOne,Microsoft Studios,Armature Studio,2016,0.26,0.16,0.06,0.01
7565,Zoo Resort 3D,zoo-resort-3d,Simulation,3DS,Ubisoft,AQ Interactive,2011,0.26,0.11,0.1,0.03
7567,Castlevania: Harmony of Dissonance,castlevania-harmony-of-dissonance,Platform,GBA,Konami,Konami Computer Entertainment Tokyo,2002,0.26,0.16,0.06,0.04
7592,Bomberman Generation,bomberman-generation,Adventure,GC,Majesco,Game Arts,2002,0.25,0.15,0.04,0.06
7594,Game & Wario,game-amp-wario,Party,WiiU,Nintendo,Intelligent Systems,2013,0.25,0.06,0.06,0.12
7595,Final Fantasy Crystal Chronicles: Echoes of Time,final-fantasy-crystal-chronicles-echoes-of-time,Role-Playing,Wii,Square Enix,Square Enix,2009,0.25,0.13,0.06,0.05
7599,Hunted: The Demon's Forge,hunted-the-demons-forge,Role-Playing,PS3,Bethesda Softworks,InXile Entertainment,2011,0.25,0.12,0.09,0.02
7602,Tetris Effect,tetris-effect,Puzzle,PS4,Sony Interactive Entertainment,Monstars Inc.,2018,0.25,0.19,0.01,0.01
7620,Sonic Boom: Fire & Ice,sonic-boom-fire-amp-ice,Platform,3DS,Sega,Sanzaru Games,2016,0.25,0.14,0.08,0.02
7623,Juiced 2: Hot Import Nights,juiced-2-hot-import-nights,Racing,PS3,THQ,Juice Games,2007,0.25,0.18,0.04,0.01
7625,The Legend of Heroes: Trails of Cold Steel,the-legend-of-heroes-trails-of-cold-steel,Role-Playing,PSV,Xseed Games,Nihon Falcom Corporation,2015,0.25,0.05,0.03,0.14
7632,Ace Combat: Assault Horizon Legacy,ace-combat-assault-horizon-legacy,Simulation,3DS,Namco Bandai,Namco Bandai Games,2011,0.25,0.1,0.06,0.08
7641,Sid Meier's Civilization VI,sid-meiers-civilization-vi,Strategy,NS,2K Games,Firaxis Games,2018,0.25,0.12,0.11,0.01
7646,Dead or Alive Xtreme 2,dead-or-alive-xtreme-2,Sports,X360,Tecmo,Team Ninja,2006,0.25,0.15,0.02,0.06
7649,Spirit Camera: The Cursed Memoir,spirit-camera-the-cursed-memoir,Action-Adventure,3DS,Nintendo,Tecmo Koei Games,2012,0.25,0.15,0.02,0.06
7650,Bomberman Tournament,bomberman-tournament,Puzzle,GBA,Activision,Hudson Soft,2001,0.25,0.1,0.04,0.1
7651,Beyblade: Metal Fusion,beyblade-metal-fusion,Role-Playing,DS,Hudson Soft,Hudson Soft,2010,0.25,0.07,0.03,0.14
7682,Disgaea 2: Dark Hero Days,disgaea-2-dark-hero-days,Role-Playing,PSP,NIS America,Nippon Ichi Software,2009,0.25,0.1,0.01,0.12
7684,Danganronpa V3: Killing Harmony,danganronpa-v3-killing-harmony,Adventure,PS4,NIS America,Spike Chunsoft,2017,0.25,0.09,0.05,0.07
7688,Hybrid Heaven,hybrid-heaven,Role-Playing,N64,Konami,KCEO,1999,0.25,0.16,0.04,0.05
7712,Samurai Warriors 4,samurai-warriors-4,Fighting,PS4,Tecmo Koei,Omega Force,2014,0.25,0.08,0.07,0.06
7725,Devil Kings,devil-kings,Action,PS2,Capcom,Capcom,2005,0.25,0.03,0.03,0.18
7736,Ninja Gaiden 3,ninja-gaiden-3,Action,X360,Tecmo Koei,Team Ninja,2012,0.25,0.16,0.05,0.03
7751,Ys: Memories of Celceta,ys-memories-of-celceta,Role-Playing,PSV,Xseed Games,Nihon Falcom Corporation,2013,0.25,0.1,0.01,0.1
7754,Armored Core 4,armored-core-4,Simulation,X360,Sega,From Software,2007,0.25,0.19,0.01,0.03
7771,Jumping Flash! 2,jumping-flash-2,Platform,PS,Sony Computer Entertainment,Exact,1996,0.25,0.05,0.03,0.15
7785,Valkyria Chronicles 4,valkyria-chronicles-4,Role-Playing,PS4,Sega,Sega,2018,0.25,0.1,0.03,0.08
7786,Classic NES Series: Excitebike,classic-nes-series-excitebike,Racing,GBA,Nintendo,Nintendo,2004,0.25,0.11,0.04,0.1
7788,Classic NES Series: Xevious,classic-nes-series-xevious,Shooter,GBA,Nintendo,Nintendo,2004,0.25,0.08,0.03,0.12
7795,Atelier Meruru: Alchemist of Arland 3,atelier-meruru-alchemist-of-arland-3,Role-Playing,PS3,NIS America,Gust,2012,0.24,0.05,0.0,0.18
7800,7th Dragon III Code: VFD,7th-dragon-iii-code-vfd,Role-Playing,3DS,Sega,Sega,2016,0.24,0.06,0.04,0.13
7809,Lumines: Electronic Symphony,lumines-electronic-symphony,Misc,PSV,Ubisoft,Q Entertainment,2012,0.24,0.09,0.1,0.01
7816,Toukiden: The Age of Demons,toukiden-the-age-of-demons,Action,PSV,Tecmo Koei,Omega Force,2015,0.24,0.03,0.02,0.18
7820,Persona 5,persona-5,Role-Playing,PS3,Atlus,Atlus,2017,0.24,0.07,0.02,0.14
7821,Gallop Racer (JP),gallop-racer-jp,Sports,PS,Tecmo,Tecmo,1996,0.24,0.04,0.03,0.16
7831,Virtua Tennis 4,virtua-tennis-4,Sports,X360,Sega,Sega-AM2,2011,0.24,0.12,0.09,0.01
7833,.hack//G.U. Last Recode,.hack,Role-Playing,PS4,Namco Bandai Games,CyberConnect2,2017,0.24,0.1,0.04,0.08
7838,Fuel,fuel,Racing,PS3,Codemasters,Asobo Studios,2009,0.24,0.08,0.11,0.0
7843,NBA Live 10,nba-live-10,Sports,PSP,EA Sports,EA Canada,2009,0.24,0.21,0.0,0.01
7844,Street Fighter Alpha Anthology,street-fighter-alpha-anthology,Fighting,PS2,Capcom,Capcom Production Studio 2,2006,0.24,0.11,0.08,0.02
7849,Ride,ride,Racing,PS4,Milestone S.r.l.,Milestone S.r.l.,2015,0.24,0.04,0.13,0.03
7851,Genma Onimusha,genma-onimusha,Action,XB,Capcom,Capcom,2002,0.24,0.14,0.04,0.05
7853,K-1 Revenge,k-1-revenge,Fighting,PS,Jaleco,Xing Entertainment,1999,0.24,0.04,0.03,0.16
7890,Final Fantasy Fables: Chocobo Tales,final-fantasy-fables-chocobo-tales,Adventure,DS,Square Enix,High Horse Entertainment,2007,0.24,0.1,0.01,0.12
7897,Resident Evil Archives: Resident Evil Zero,resident-evil-archives-resident-evil-zero,Action,Wii,Capcom,Capcom Production Studio 4,2009,0.24,0.13,0.04,0.06
7923,Valhalla Knights,valhalla-knights,Role-Playing,PSP,Xseed Games,K2 LLC,2007,0.24,0.15,0.0,0.07
7939,Street Fighter 30th Anniversary Collection,street-fighter-30th-anniversary-collection,Fighting,PS4,Capcom,Capcom,2018,0.24,0.11,0.07,0.02
7941,Luminous Arc,luminous-arc,Role-Playing,DS,Atlus,imageepoch Inc.,2007,0.24,0.16,0.0,0.06
7944,Avalon Code,avalon-code,Role-Playing,DS,Marvelous Interactive,Matrix Software,2009,0.24,0.11,0.0,0.12
7960,Disney Epic Mickey 2: The Power of Two,disney-epic-mickey-2-the-power-of-two,Platform,WiiU,Disney Interactive Studios,Junction Point Studios,2012,0.24,0.13,0.08,0.01
7961,Digimon World: Next Order,digimon-world-next-order,Role-Playing,PS4,Namco Bandai Games,Bandai Namco Games,2017,0.24,0.13,0.05,0.02
7972,Birds of Steel,birds-of-steel,Simulation,PS3,Konami Digital Entertainment,Gaijin Games,2012,0.24,0.1,0.09,0.02
7977,Ar tonelico Qoga: Knell of Ar Ciel,ar-tonelico-qoga-knell-of-ar-ciel,Role-Playing,PS3,NIS America,Gust,2011,0.24,0.08,0.01,0.13
7978,Dynasty Warriors 6 Empires,dynasty-warriors-6-empires,Action,X360,KOEI,Omega Force,2009,0.24,0.16,0.02,0.04
7981,Singularity,singularity,Shooter,PS3,Activision,Raven Software,2010,0.24,0.17,0.03,0.01
7986,Disgaea: Afternoon of Darkness,disgaea-afternoon-of-darkness,Role-Playing,PSP,NIS America,Nippon Ichi Software,2007,0.24,0.15,0.02,0.04
7987,We Love Golf!,we-love-golf,Sports,Wii,Capcom,Camelot Software Planning,2008,0.24,0.19,0.0,0.03
7988,God of War Collection,god-of-war-collection,Action,PSV,Sony Computer Entertainment,SCEA Santa Monica Studio,2014,0.24,0.1,0.07,0.02
8003,Killer is Dead,killer-is-dead,Action,PS3,Xseed Games,Grasshopper Manufacture,2013,0.24,0.12,0.04,0.05
8009,Hot Shots Tennis: Get a Grip,hot-shots-tennis-get-a-grip,Sports,PSP,Sony Computer Entertainment,Clap Hanz,2010,0.23,0.08,0.0,0.13
8045,Cross Edge,cross-edge,Role-Playing,PS3,NIS America,Compile Heart,2009,0.23,0.14,0.02,0.05
8051,Attack on Titan 2,attack-on-titan-2,Action,NS,Koei Tecmo,Omega Force,2018,0.23,0.12,0.02,0.08
8058,Meteos,meteos,Puzzle,DS,Nintendo,Q Entertainment,2005,0.23,0.15,0.01,0.06
8083,RIGS: Mechanized Combat League,rigs-mechanized-combat-league,Action,PS4,Sony Interactive Entertainment,Guerrilla Cambridge,2016,0.23,0.11,0.06,0.02
8090,Me & My Katamari,me-amp-my-katamari,Puzzle,PSP,Namco,Namco,2006,0.23,0.13,0.01,0.08
8103,Corpse Party: Blood Drive,corpse-party-blood-drive,Adventure,PSV,Xseed Games,Team GrisGris,2015,0.23,0.11,0.01,0.06
8114,Dynasty Warriors: Strikeforce,dynasty-warriors-strikeforce,Action,X360,Tecmo Koei,Omega Force,2010,0.23,0.13,0.06,0.02
8119,Transformer: Rise of the Dark Spark,transformer-rise-of-the-dark-spark,Shooter,PS4,Activision,Edge of Reality,2014,0.23,0.08,0.11,0.01
8140,Soul Sacrifice Delta,soul-sacrifice-delta,Role-Playing,PSV,Sony Computer Entertainment,SCE Japan Studio,2014,0.23,0.0,0.08,0.12
8145,Lunar Knights,lunar-knights,Role-Playing,DS,Konami,Kojima Productions,2007,0.23,0.17,0.01,0.04
8156,Final Fantasy XI: Treasures of Aht Urhgan,final-fantasy-xi-treasures-of-aht-urhgan,Role-Playing,PS2,Square Enix,Square Enix,2006,0.23,0.06,0.05,0.1
8173,The Raiden Project,the-raiden-project,Shooter,PS,Sony Computer Entertainment,Seibu Kaihatsu Inc.,1995,0.23,0.06,0.04,0.12
8175,Pocket Fighter,pocket-fighter,Fighting,PS,Capcom,Capcom,1998,0.23,0.06,0.04,0.12
8189,Valhalla Knights 2,valhalla-knights-2,Role-Playing,PSP,Xseed Games,K2 LLC,2008,0.23,0.09,0.0,0.12
8190,Dead Island Definitive Collection,dead-island-definitive-collection,Action,PS4,Deep Silver,Techland,2016,0.23,0.09,0.08,0.03
8199,F1 2014,f1-2014,Racing,X360,Codemasters,Codemasters Birmingham,2014,0.23,0.08,0.13,0.0
8206,Metal Gear Survive,metal-gear-survive,Action,PS4,Konami Digital Entertainment,Konami Digital Entertainment,2018,0.23,0.08,0.06,0.05
8208,Silent Hill: Book of Memories,silent-hill-book-of-memories,Action,PSV,Konami Digital Entertainment,Way Forward Technologies,2012,0.23,0.11,0.06,0.0
8213,Risen 2: Dark Waters,risen-2-dark-waters,Role-Playing,PS3,Deep Silver,Piranha Bytes,2012,0.23,0.04,0.14,0.01
8228,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,Wii,Konami,Konami,2010,0.22,0.07,0.1,0.03
8260,Code Name: S.T.E.A.M.,code-name-steam,Strategy,3DS,Nintendo,Intelligent Systems,2015,0.22,0.14,0.05,0.02
8264,Dead by Daylight,dead-by-daylight,Action,PS4,505 Games,Behaviour Interactive Inc.,2017,0.22,0.11,0.06,0.02
8265,Breath of Fire,breath-of-fire,Role-Playing,GBA,Capcom,Capcom,2001,0.22,0.11,0.04,0.06
8268,Attack on Titan 2,attack-on-titan-2,Action,PS4,Koei Tecmo,Omega Force,2018,0.22,0.09,0.04,0.06
8285,Galactic Wrestling: Featuring Ultimate Muscle,galactic-wrestling-featuring-ultimate-muscle,Fighting,PS2,Bandai,Aki Corporation,2004,0.22,0.03,0.02,0.17
8286,Dino Stalker,dino-stalker,Shooter,PS2,Capcom,Capcom,2002,0.22,0.07,0.06,0.08
8287,Super Swing Golf,super-swing-golf,Sports,Wii,Tecmo,Ntreev Soft,2006,0.22,0.14,0.01,0.07
8293,Life Is Strange: Before the Storm,life-is-strange-before-the-storm,Adventure,PS4,Square Enix,Deck Nine,2018,0.22,0.11,0.06,0.02
8300,Resident Evil: Revelations,resident-evil-revelations,Shooter,WiiU,Capcom,Capcom,2013,0.22,0.09,0.08,0.03
8303,The Legend of Heroes: Trails of Cold Steel II,the-legend-of-heroes-trails-of-cold-steel-ii,Role-Playing,PS3,Xseed Games,Nihon Falcom Corporation,2016,0.22,0.05,0.04,0.11
8308,Dragon Quest Builders: Revive Alefgard,dragon-quest-builders-revive-alefgard,Role-Playing,NS,Square Enix,Square Enix,2018,0.22,0.07,0.07,0.07
8320,Mega Man 64,mega-man-64,Action,N64,Capcom,Capcom,2001,0.22,0.14,0.03,0.05
8329,The Legend of Heroes: Trails in the Sky FC,the-legend-of-heroes-trails-in-the-sky-fc,Role-Playing,PSP,Xseed Games,Nihon Falcom Corporation,2011,0.22,0.1,0.03,0.06
8338,Bladestorm: Nightmare,bladestorm-nightmare,Action,PS4,Tecmo Koei,Omega Force,2015,0.22,0.11,0.04,0.03
