Rank,Name,basename,Genre,ESRB_Rating,Platform,Publisher,Developer,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
5192,OkamiDen,okamiden,Adventure,E10,DS,Capcom,Capcom,0.43,0.21,0.07,0.13,2011
5200,Mischief Makers,mischief-makers,Platform,E,N64,Nintendo,"Treasure Co., Ltd.",0.43,0.25,0.06,0.07,1997
5203,Castlevania: Dawn of Sorrow,castlevania-dawn-of-sorrow,Platform,T,DS,Konami,Konami,0.43,0.34,0.03,0.03,2005
5208,NBA 2K18,nba-2k18,Sports,E10,NS,2K Sports,Visual Concepts,0.43,0.3,0.06,0.03,2017
5209,Asura's Wrath,asuras-wrath,Action,T,PS3,Capcom,CyberConnect2,0.43,0.2,0.12,0.06,2012
5210,Doom (2016),doom-2016,Shooter,M,NS,Bethesda Softworks,id Software,0.43,0.24,0.15,0.01,2017
5211,Cool Boarders,cool-boarders,Sports,E,PS,Sony Computer Entertainment,UEP Systems,0.43,0.1,0.07,0.24,1996
5213,Mobile Suit Gundam: Zeonic Front,mobile-suit-gundam-zeonic-front,Simulation,T,PS2,Bandai,Sunrise Interactive,0.43,0.09,0.07,0.25,2002
5214,Tales of the World: Radiant Mythology,tales-of-the-world-radiant-mythology,Role-Playing,T,PSP,Namco Bandai,Alfa System,0.43,0.17,0.01,0.23,2007
5215,Atelier Totori: The Adventurer of Arland,atelier-totori-the-adventurer-of-arland,Role-Playing,T,PS3,NIS America,Gust,0.43,0.12,0.07,0.21,2011
5217,Dawn of Mana,dawn-of-mana,Role-Playing,T,PS2,Square Enix,Square Enix,0.43,0.07,0.05,0.29,2007
5222,Destiny: The Taken King,destiny-the-taken-king,Shooter,T,PS3,Activision,Bungie,0.43,0.21,0.12,0.03,2015
5225,Def Jam Icon,def-jam-icon,Action,M,PS3,Electronic Arts,Unknown,0.43,0.16,0.19,0.0,2007
5231,Sin and Punishment: Star Successor,sin-and-punishment-star-successor,Shooter,T,Wii,Nintendo,"Treasure Co., Ltd.",0.43,0.19,0.14,0.06,2010
5241,Mega Man Battle Network,mega-man-battle-network,Role-Playing,E,GBA,Capcom,Capcom,0.42,0.14,0.05,0.22,2001
5245,Saints Row IV: Re-Elected,saints-row-iv-re-elected,Action,M,PS4,Deep Silver,Volition Inc.,0.42,0.15,0.18,0.03,2015
5247,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,E,Wii,EA Sports,EA Canada,0.42,0.23,0.15,0.01,2010
5249,Fossil Fighters: Frontier,fossil-fighters-frontier,Role-Playing,E10,3DS,Nintendo,Spike Chunsoft,0.42,0.13,0.04,0.23,2015
5305,Dishonored: Definitive Edition,dishonored-definitive-edition,Action,M,PS4,Bethesda Softworks,Arkane Studios,0.42,0.12,0.21,0.02,2015
5307,Mirror's Edge Catalyst,mirrors-edge-catalyst,Platform,T,PS4,Electronic Arts,EA DICE,0.42,0.13,0.19,0.03,2016
5312,Metal Gear Solid: The Legacy Collection,metal-gear-solid-the-legacy-collection,Misc,M,PS3,Konami Digital Entertainment,Konami,0.42,0.31,0.01,0.03,2013
5316,Valkyrie Profile: Covenant of the Plume,valkyrie-profile-covenant-of-the-plume,Role-Playing,T,DS,Square Enix,tri-Ace,0.42,0.22,0.02,0.16,2009
5318,Mega Man X6,mega-man-x6,Platform,E,PS,Capcom,Capcom,0.42,0.14,0.1,0.16,2001
5320,Yu-Gi-Oh! GX: Tag Force 2,yu-gi-oh-gx-tag-force-2,Strategy,E,PSP,Konami,Konami,0.42,0.03,0.19,0.1,2007
5326,Castlevania: Curse of Darkness,castlevania-curse-of-darkness,Action,M,PS2,Konami,Konami,0.42,0.18,0.14,0.05,2005
5327,International Superstar Soccer Pro '98,international-superstar-soccer-pro-98,Sports,E,PS,Konami,KCET,0.42,0.02,0.02,0.35,1998
5331,Vanquish,vanquish,Shooter,M,X360,Sega,PlatinumGames,0.42,0.19,0.16,0.03,2010
5332,Castlevania: The Dracula X Chronicles,castlevania-the-dracula-x-chronicles,Platform,T,PSP,Konami,Konami,0.42,0.22,0.09,0.04,2007
5341,Zack & Wiki: Quest for Barbaros' Treasure,zack-amp-wiki-quest-for-barbaros-treasure,Adventure,E,Wii,Capcom,Capcom,0.42,0.18,0.16,0.03,2007
5343,Mega Man Legends 2,mega-man-legends-2,Adventure,E,PS,Capcom,Capcom,0.42,0.17,0.12,0.1,2000
5344,X-Men vs. Street Fighter,x-men-vs-street-fighter,Fighting,T,PS,Capcom,Capcom,0.42,0.16,0.11,0.12,1998
5351,Zone of the Enders: The 2nd Runner,zone-of-the-enders-the-2nd-runner,Simulation,M,PS2,Konami,Konami Computer Entertainment Japan,0.41,0.15,0.12,0.11,2003
5359,Pro Evolution Soccer 2011,pro-evolution-soccer-2011,Sports,E,PS2,Konami,Konami,0.41,0.04,0.21,0.05,2010
5364,Tom Clancy's HAWX 2,tom-clancys-hawx-2,Action,T,PS3,Ubisoft,Ubisoft Bucharest,0.41,0.21,0.12,0.03,2010
5394,Medal of Honor Heroes 2,medal-of-honor-heroes-2,Shooter,T,Wii,Electronic Arts,Team Fusion,0.41,0.33,0.04,0.01,2007
5396,BlazBlue: Continuum Shift,blazblue-continuum-shift,Fighting,T,PS3,Aksys Games,Arc System Works,0.41,0.21,0.08,0.09,2010
5400,Ogre Battle 64: Person of Lordly Caliber,ogre-battle-64-person-of-lordly-caliber,Role-Playing,T,N64,Atlus,Quest Corporation,0.41,0.1,0.02,0.25,2000
5404,NiGHTS: Journey of Dreams,nights-journey-of-dreams,Platform,E,Wii,Sega,Sonic Team,0.41,0.32,0.02,0.04,2007
5408,Armored Core,armored-core,Simulation,T,PS,Sony Computer Entertainment,From Software,0.41,0.13,0.09,0.16,1997
5416,Katamari Forever,katamari-forever,Puzzle,E,PS3,Namco Bandai,Bandai Namco Games,0.41,0.26,0.05,0.06,2009
5418,Harvest Moon: Grand Bazaar,harvest-moon-grand-bazaar,Simulation,E,DS,Natsume,Marvelous Interactive,0.41,0.21,0.05,0.13,2010
5422,Armored Core 2: Another Age,armored-core-2-another-age,Simulation,T,PS2,Agetec,From Software,0.41,0.11,0.08,0.19,2001
5433,Nintendo Labo: Toy-Con 03 Vehicle Kit,nintendo-labo-toy-con-03-vehicle-kit,Racing,E,NS,Nintendo,Nintendo EPD,0.41,0.16,0.15,0.06,2018
5440,Sword Art Online: Hollow Realization,sword-art-online-hollow-realization,Role-Playing,T,PS4,Namco Bandai Games,Aquria,0.41,0.18,0.06,0.12,2016
5442,Battlefield 2: Modern Combat,battlefield-2-modern-combat,Shooter,T,X360,Electronic Arts,Digtal Illusions,0.41,0.35,0.02,0.01,2006
5443,Theatrhythm Final Fantasy: Curtain Call,theatrhythm-final-fantasy-curtain-call,Music,T,3DS,Square Enix,Square Enix,0.41,0.16,0.08,0.15,2014
5451,Rune Factory 3: A Fantasy Harvest Moon,rune-factory-3-a-fantasy-harvest-moon,Role-Playing,E,DS,Natsume,Neverland Company,0.41,0.26,0.03,0.1,2010
5475,Overlord,overlord,Adventure,T,X360,Codemasters,Triumph Studios,0.4,0.34,0.03,0.01,2007
5482,Project X Zone,project-x-zone,Role-Playing,T,3DS,Namco Bandai Games,Banpresto,0.4,0.18,0.04,0.15,2013
5487,Battalion Wars,battalion-wars,Strategy,T,GC,Nintendo,Kuju Entertainment,0.4,0.25,0.07,0.07,2005
5492,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,yu-gi-oh-5ds-stardust-accelerator-world-championship-2009,Action,E,DS,Konami,Konami,0.4,0.27,0.01,0.09,2009
5529,Transformers: The Game,transformers-the-game,Action,T,PS3,Activision,Traveller's Tales,0.4,0.32,0.03,0.01,2007
5541,Castlevania: Portrait of Ruin,castlevania-portrait-of-ruin,Platform,T,DS,Konami,Konami,0.4,0.31,0.02,0.04,2006
5546,Armored Core V,armored-core-v,Simulation,T,PS3,Namco Bandai,From Software,0.4,0.09,0.04,0.24,2012
5557,No More Heroes 2: Desperate Struggle,no-more-heroes-2-desperate-struggle,Action,M,Wii,Ubisoft,Grasshopper Manufacture,0.4,0.2,0.11,0.04,2010
5567,Juiced 2: Hot Import Nights,juiced-2-hot-import-nights,Racing,T,PS2,THQ,Juice Games,0.39,0.19,0.15,0.01,2007
5568,Etrian Odyssey IV: Legends of the Titan,etrian-odyssey-iv-legends-of-the-titan,Role-Playing,T,3DS,Atlus,Atlus Co.,0.39,0.12,0.06,0.21,2013
5572,Combat of Giants: Dinosaurs 3D,combat-of-giants-dinosaurs-3d,Strategy,E10,3DS,Ubisoft,Ubisoft,0.39,0.25,0.07,0.05,2011
5583,NBA Live 09,nba-live-09,Sports,E,PS2,Electronic Arts,EA Canada,0.39,0.32,0.01,0.01,2008
5591,One Piece Unlimited World: Red,one-piece-unlimited-world-red,Action-Adventure,T,3DS,Namco Bandai Games,Ganbarion,0.39,0.05,0.05,0.28,2014
5593,Final Fantasy Crystal Chronicles: The Crystal Bearers,final-fantasy-crystal-chronicles-the-crystal-bearers,Adventure,T,Wii,Square Enix,Square Enix,0.39,0.21,0.08,0.08,2009
5594,NBA Live 09,nba-live-09,Sports,E,PSP,Electronic Arts,EA Canada,0.39,0.23,0.07,0.03,2008
5600,Dungeon Siege III,dungeon-siege-iii,Role-Playing,T,PS3,Square Enix,Obsidian Entertainment,0.39,0.17,0.13,0.03,2011
5620,Chibi-Robo! Plug into Adventure!,chibi-robo-plug-into-adventure,Adventure,E10,GC,Nintendo,skip Ltd.,0.39,0.23,0.06,0.09,2006
5623,Dragon's Crown,dragons-crown,Role-Playing,RP,PSV,Atlus,Vanillaware,0.39,0.14,0.06,0.12,2013
5624,Kengo: Master of Bushido,kengo-master-of-bushido,Fighting,M,PS2,Crave Entertainment,LightWeight,0.39,0.16,0.13,0.06,2001
5626,Advance Wars: Dual Strike,advance-wars-dual-strike,Strategy,E,DS,Nintendo,Intelligent Systems,0.39,0.3,0.03,0.04,2005
5631,LocoRoco,locoroco,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,0.39,0.14,0.05,0.16,2006
5635,Red Faction: Armageddon,red-faction-armageddon,Shooter,M,X360,THQ,Volition Inc.,0.39,0.18,0.16,0.01,2011
5642,Samurai Warriors Chronicles,samurai-warriors-chronicles,Action,T,3DS,Tecmo Koei,Omega Force,0.39,0.12,0.05,0.2,2011
5645,Hitman: Blood Money,hitman-blood-money,Action,M,X360,Eidos Interactive,IO Interactive,0.39,0.29,0.06,0.01,2006
5648,Zone of the Enders HD Collection,zone-of-the-enders-hd-collection,Action,M,PS3,Konami Digital Entertainment,Kojima Productions,0.39,0.21,0.04,0.09,2012
5657,Metal Gear Solid: Snake Eater 3D,metal-gear-solid-snake-eater-3d,Action-Adventure,M,3DS,Konami Digital Entertainment,Konami Computer Entertainment Japan,0.39,0.15,0.12,0.1,2012
5661,Farming Simulator 2013,farming-simulator-2013,Simulation,E,X360,Focus Home Interactive,Giants Software,0.39,0.22,0.13,0.0,2013
5662,Little Nightmares,little-nightmares,Platform,T,PS4,Namco Bandai Games,Tarsier Studios,0.39,0.18,0.12,0.02,2017
5664,Tropico 5,tropico-5,Simulation,T,PS4,Kalypso Media,Haemimont Games,0.38,0.07,0.18,0.08,2015
5673,Shin Megami Tensei: Nocturne,shin-megami-tensei-nocturne,Role-Playing,M,PS2,Atlus,Atlus Co.,0.38,0.07,0.05,0.25,2004
5681,Wii Sports Club,wii-sports-club,Sports,E,WiiU,Nintendo,Nintendo,0.38,0.17,0.14,0.04,2014
5696,Naruto Shippuden: Ultimate Ninja Heroes 3,naruto-shippuden-ultimate-ninja-heroes-3,Fighting,T,PSP,Namco Bandai,CyberConnect2,0.38,0.13,0.04,0.19,2010
5705,ESPN Extreme Games,espn-extreme-games,Sports,E,PS,Sony Computer Entertainment,Sony Interactive Studios America,0.38,0.11,0.08,0.17,1995
5706,Ghost Trick: Phantom Detective,ghost-trick-phantom-detective,Adventure,T,DS,Capcom,Capcom,0.38,0.17,0.08,0.12,2011
5718,FIFA 13,fifa-13,Sports,E,PSP,EA Sports,EA Canada,0.38,0.06,0.22,0.02,2012
5722,Tamagotchi Connection: Corner Shop 3,tamagotchi-connection-corner-shop-3,Simulation,E,DS,Namco Bandai,NanaOn-Sha,0.38,0.06,0.0,0.31,2008
5723,Tales of Hearts R,tales-of-hearts-r,Role-Playing,T,PSV,Namco Bandai Games,7thChord,0.38,0.11,0.12,0.09,2014
5725,Grandia Xtreme,grandia-xtreme,Role-Playing,T,PS2,Enix,Game Arts,0.38,0.07,0.05,0.25,2002
5731,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,T,PS2,Electronic Arts,Pi Studios,0.38,0.21,0.0,0.0,2008
5744,Pro Evolution Soccer 2011 3D,pro-evolution-soccer-2011-3d,Sports,E,3DS,Konami,Konami,0.38,0.11,0.13,0.11,2011
5745,Persona 4: Dancing All Night,persona-4-dancing-all-night,Music,T,PSV,Atlus,Dingo Inc.,0.38,0.12,0.04,0.16,2015
5746,Pokemon Channel,pokemon-channel,Adventure,E,GC,Nintendo,Ambrella,0.38,0.24,0.06,0.07,2003
5755,Hatsune Miku: Project Mirai DX,hatsune-miku-project-mirai-dx,Misc,E10,3DS,Sega,Sega,0.38,0.2,0.04,0.11,2015
5789,Life is Strange,life-is-strange,Adventure,M,PS4,Square Enix,DONTNOD Entertainment,0.37,0.11,0.16,0.05,2016
5792,EA Sports MMA,ea-sports-mma,Fighting,T,PS3,EA Sports,EA Tiburon,0.37,0.16,0.14,0.01,2010
5799,Prince of Persia: The Forgotten Sands,prince-of-persia-the-forgotten-sands,Action,T,PSP,Ubisoft,Quebec City,0.37,0.09,0.18,0.01,2010
5801,Firewall: Zero Hour,firewall-zero-hour,Shooter,T,PS4,Sony Interactive Entertainment,First Contact Entertainment Inc.,0.37,0.14,0.16,0.02,2018
5802,Kileak: The DNA Imperative,kileak-the-dna-imperative,Shooter,T,PS,Sony Computer Entertainment,Genki,0.37,0.08,0.06,0.21,1995
5805,Resident Evil: Origins Collection,resident-evil-origins-collection,Action-Adventure,M,PS4,Capcom,Capcom,0.37,0.07,0.18,0.07,2016
5807,Go Vacation,go-vacation,Misc,E,NS,Nintendo,Bandai Namco Studios,0.37,0.12,0.22,0.01,2018
5808,Kingdom Under Fire: Circle of Doom,kingdom-under-fire-circle-of-doom,Role-Playing,M,X360,Microsoft,Blue Side,0.37,0.18,0.12,0.04,2008
5815,Skate,skate,Sports,T,PS3,Electronic Arts,EA Black Box,0.37,0.29,0.04,0.0,2007
5825,Burnout Paradise Remastered,burnout-paradise-remastered,Racing,E10,PS4,Electronic Arts,Stellar Entertainment,0.37,0.08,0.22,0.01,2018
5828,Thief,thief,Action,M,PS3,Square Enix,Eidos Montreal,0.37,0.1,0.19,0.03,2014
5829,Dynasty Warriors 9,dynasty-warriors-9,Action,T,PS4,Tecmo Koei,Omega Force,0.37,0.1,0.06,0.17,2018
5844,Shin Megami Tensei IV: Apocalypse,shin-megami-tensei-iv-apocalypse,Role-Playing,M,3DS,Atlus,Atlus,0.37,0.15,0.05,0.16,2016
5850,Dungeon Siege III,dungeon-siege-iii,Role-Playing,T,X360,Square Enix,Obsidian Entertainment,0.37,0.21,0.12,0.01,2011
5855,Tomb Raider: Legend,tomb-raider-legend,Action,T,X360,Eidos Interactive,Crystal Dynamics,0.37,0.27,0.07,0.01,2006
5863,Rune Factory: Frontier,rune-factory-frontier,Role-Playing,E10,Wii,Xseed Games,Neverland Company,0.37,0.16,0.13,0.04,2009
5873,Sonic Lost World,sonic-lost-world,Platform,E10,WiiU,Sega,Sonic Team,0.37,0.2,0.13,0.01,2013
5874,FIFA Street 2,fifa-street-2,Sports,E,PS2,EA Sports BIG,EA Canada,0.37,0.17,0.13,0.02,2006
5876,Fragile Dreams: Farewell Ruins of the Moon,fragile-dreams-farewell-ruins-of-the-moon,Role-Playing,T,Wii,Xseed Games,Tri-Crescendo,0.37,0.16,0.12,0.06,2010
5877,Naruto Shippuden: Ninja Destiny 2,naruto-shippuden-ninja-destiny-2,Fighting,T,DS,Tomy Corporation,Dream Factory,0.37,0.19,0.03,0.13,2009
5884,Wanted: Weapons of Fate,wanted-weapons-of-fate,Shooter,M,X360,Warner Bros. Interactive,GRIN,0.37,0.17,0.15,0.0,2009
5885,Xenosaga Episode III: Also sprach Zarathustra,xenosaga-episode-iii-also-sprach-zarathustra,Role-Playing,T,PS2,Namco,Monolith Soft,0.37,0.09,0.07,0.18,2006
5890,Castlevania: Order of Ecclesia,castlevania-order-of-ecclesia,Platform,T,DS,Konami,Konami,0.37,0.27,0.03,0.04,2008
5903,Dragon Ball Z: Infinite World,dragon-ball-z-infinite-world,Fighting,T,PS2,Atari,Dimps Corporation,0.36,0.08,0.06,0.21,2008
5904,Okami HD,okami-hd,Action,T,PS4,Capcom,Clover Studio,0.36,0.16,0.12,0.03,2017
5910,Dragon Ball Z: Attack of the Saiyans,dragon-ball-z-attack-of-the-saiyans,Role-Playing,E10,DS,Namco Bandai,Monolith Soft,0.36,0.12,0.02,0.21,2009
5913,Tekken Hybrid,tekken-hybrid,Fighting,T,PS3,Namco,Namco Bandai Games,0.36,0.21,0.07,0.04,2011
5917,Tom Clancy's HAWX 2,tom-clancys-hawx-2,Action,T,X360,Ubisoft,Ubisoft Bucharest,0.36,0.24,0.09,0.01,2010
5923,Sniper: Ghost Warrior 3,sniper-ghost-warrior-3,Shooter,M,PS4,City Interactive,City Interactive,0.36,0.14,0.15,0.03,2017
5925,Monster Rancher 3,monster-rancher-3,Simulation,E,PS2,Tecmo,Tecmo,0.36,0.11,0.09,0.14,2001
5934,LocoRoco 2,locoroco-2,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,0.36,0.21,0.09,0.01,2009
5935,Okage: Shadow King,okage-shadow-king,Role-Playing,T,PS2,Sony Computer Entertainment,Zener Works,0.36,0.14,0.11,0.08,2001
5939,Valkyrie Profile: Lenneth,valkyrie-profile-lenneth,Role-Playing,T,PSP,Square Enix,tri-Ace,0.36,0.17,0.01,0.16,2006
5940,BlazBlue: Calamity Trigger,blazblue-calamity-trigger,Fighting,T,X360,Aksys Games,Arc System Works,0.36,0.21,0.08,0.04,2009
5942,The Wonderful 101,the-wonderful-101,Action,T,WiiU,Nintendo,PlatinumGames,0.36,0.15,0.11,0.08,2013
5943,Fist of The North Star: Lost Paradise,fist-of-the-north-star-lost-paradise,Action,M,PS4,Sega,Sega,0.36,0.09,0.05,0.18,2018
5951,Mystical Ninja starring Goemon,mystical-ninja-starring-goemon,Action,E,N64,Konami,Konami Computer Entertainment Osaka,0.36,0.07,0.02,0.23,1998
5963,Nintendo Labo: Toy-Con 02 Robot Kit,nintendo-labo-toy-con-02-robot-kit,Action,E10,NS,Nintendo,Nintendo EPD,0.36,0.18,0.08,0.08,2018
5983,Earth Defense Force 2025,earth-defense-force-2025,Shooter,M,PS3,D3Publisher,Sandlot,0.36,0.04,0.03,0.27,2014
6000,Harvest Moon: The Tale of Two Towns,harvest-moon-the-tale-of-two-towns,Simulation,E,3DS,Natsume,Marvelous Interactive,0.36,0.28,0.0,0.05,2011
6003,Formula 1 Championship Edition,formula-1-championship-edition,Racing,E,PS,Sony Computer Entertainment,Bizarre Creations,0.36,0.06,0.04,0.23,1997
6004,Trauma Center: Under the Knife,trauma-center-under-the-knife,Simulation,T,DS,Atlus,Atlus Co.,0.36,0.3,0.01,0.02,2005
6021,Suikoden V,suikoden-v,Role-Playing,T,PS2,Konami,Hudson Soft,0.35,0.08,0.06,0.19,2006
6023,Metro: Last Light,metro-last-light,Shooter,M,X360,Deep Silver,4a-games,0.35,0.17,0.15,0.0,2013
6029,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,M,WiiU,Activision,Infinity Ward,0.35,0.22,0.09,0.01,2013
6031,Dragon Ball Z: Extreme Butoden,dragon-ball-z-extreme-butoden,Fighting,T,3DS,Namco Bandai Games,Arc System Works,0.35,0.13,0.03,0.17,2015
6040,Mega Man X3,mega-man-x3,Platform,E,SNES,Capcom,Capcom,0.35,0.04,0.01,0.3,1995
6044,Bloody Roar 3,bloody-roar-3,Fighting,T,PS2,Activision,Eighting / Raizing,0.35,0.15,0.11,0.05,2001
6048,Persona 2: Eternal Punishment,persona-2-eternal-punishment,Role-Playing,T,PS,Atlus,Atlus Co.,0.35,0.03,0.02,0.28,2000
6053,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,Fighting,M,PS4,Tecmo Koei,Team Ninja,0.35,0.09,0.13,0.09,2015
6066,Terminator Salvation,terminator-salvation,Shooter,T,X360,Warner Bros. Interactive,Halcyon,0.35,0.13,0.18,0.0,2009
6073,Guilty Gear X2,guilty-gear-x2,Fighting,T,PS2,Sammy Corporation,Arc System Works,0.35,0.09,0.07,0.16,2003
6077,Gravity Rush 2,gravity-rush-2,Action-Adventure,T,PS4,Sony Interactive Entertainment,SIE Japan Studio,0.35,0.13,0.05,0.13,2017
6081,World of Final Fantasy,world-of-final-fantasy,Role-Playing,E10,PSV,Square Enix,Square Enix,0.35,0.09,0.11,0.09,2016
6095,EverGrace,evergrace,Role-Playing,T,PS2,Agetec,From Software,0.35,0.1,0.08,0.15,2000
6104,Yu-Gi-Oh! 5D's Tag Force 5,yu-gi-oh-5ds-tag-force-5,Strategy,E,PSP,Konami,Konami,0.35,0.13,0.05,0.14,2010
6107,Naruto Shippuden: Ultimate Ninja Impact,naruto-shippuden-ultimate-ninja-impact,Fighting,T,PSP,Namco Bandai,CyberConnect2,0.35,0.09,0.07,0.15,2011
6108,Def Jam Icon,def-jam-icon,Action,M,X360,Electronic Arts,Unknown,0.35,0.3,0.01,0.0,2007
6113,Pirates of the Caribbean: At World's End,pirates-of-the-caribbean-at-worlds-end,Action,E10,DS,Disney Interactive Studios,Amaze Entertainment,0.34,0.3,0.01,0.01,2007
6116,Tekken Tag Tournament 2,tekken-tag-tournament-2,Fighting,T,X360,Namco Bandai Games,Bandai Namco Games,0.34,0.19,0.11,0.01,2012
6122,Dynasty Warriors 5 Empires,dynasty-warriors-5-empires,Action,T,PS2,KOEI,Omega Force,0.34,0.11,0.09,0.12,2006
6130,Battalion Wars 2,battalion-wars-2,Strategy,T,Wii,Nintendo,Kuju Entertainment,0.34,0.22,0.02,0.08,2007
6131,Danganronpa: Trigger Happy Havoc,danganronpa-trigger-happy-havoc,Adventure,M,PSV,NIS America,Spike Chunsoft,0.34,0.09,0.06,0.15,2014
6140,Monster Rancher 4,monster-rancher-4,Simulation,E,PS2,Tecmo,Tecmo,0.34,0.08,0.06,0.19,2003
6149,Trauma Center: Second Opinion,trauma-center-second-opinion,Simulation,T,Wii,Atlus,Atlus Co.,0.34,0.28,0.01,0.03,2006
6172,Star Ocean: Second Evolution,star-ocean-second-evolution,Role-Playing,T,PSP,Square Enix,TOSE Software,0.34,0.14,0.02,0.16,2009
6174,Tenchu Z,tenchu-z,Action,M,X360,Microsoft,K2 LLC,0.34,0.27,0.02,0.02,2007
6185,Point Blank,point-blank,Shooter,T,PS,Namco,Namco,0.34,0.05,0.03,0.23,1998
6188,Disgaea 5 Complete,disgaea-5-complete,Role-Playing,T,NS,NIS America,Nippon Ichi Software,0.34,0.15,0.11,0.05,2017
6189,The Shoot,the-shoot,Shooter,T,PS3,Sony Computer Entertainment,Cohort Studios,0.34,0.13,0.15,0.01,2010
6193,Lord of Arcana,lord-of-arcana,Role-Playing,M,PSP,Square Enix,Square Enix,0.34,0.08,0.05,0.17,2011
6195,NBA 2K17,nba-2k17,Sports,E,PS3,2K Sports,Visual Concepts,0.34,0.16,0.11,0.02,2016
6196,Dynasty Warriors 6 Empires,dynasty-warriors-6-empires,Action,T,PS3,KOEI,Omega Force,0.34,0.14,0.03,0.15,2009
6198,The King of Fighters XIV,the-king-of-fighters-xiv,Fighting,T,PS4,Atlus,SNK Playmore,0.34,0.21,0.02,0.06,2016
6201,Kameo: Elements of Power,kameo-elements-of-power,Adventure,T,X360,Microsoft Game Studios,Rare Ltd.,0.34,0.28,0.03,0.0,2005
6213,Puzzle Quest: Challenge of the Warlords,puzzle-quest-challenge-of-the-warlords,Puzzle,E10,DS,D3 Publisher,1st Playable Productions,0.34,0.28,0.01,0.03,2007
6215,The Eye of Judgment,the-eye-of-judgment,Strategy,T,PS3,Sony Computer Entertainment,SCE Japan Studio,0.34,0.28,0.0,0.02,2007
6218,Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,Action,T,PS2,Namco Bandai,Omega Force,0.34,0.04,0.03,0.25,2009
6221,Sniper: Ghost Warrior 2,sniper-ghost-warrior-2,Shooter,M,PS3,City Interactive,City Interactive,0.34,0.05,0.2,0.03,2013
6233,Dead or Alive 5,dead-or-alive-5,Fighting,M,X360,Tecmo Koei,Team Ninja,0.33,0.2,0.08,0.03,2012
6235,Tokyo Highway Battle,tokyo-highway-battle,Racing,E,PS,Crave Entertainment,Genki,0.33,0.06,0.04,0.21,1996
6240,Valkyria Chronicles Remastered,valkyria-chronicles-remastered,Role-Playing,T,PS4,Sega,Sega,0.33,0.14,0.08,0.08,2016
6242,Bomberman World,bomberman-world,Puzzle,E,PS,Atlus,Hudson Soft,0.33,0.06,0.04,0.22,1998
6245,Mega Man ZX Advent,mega-man-zx-advent,Platform,E10,DS,Capcom,Inti Creates,0.33,0.22,0.0,0.09,2007
6247,Street Fighter Alpha 3 MAX,street-fighter-alpha-3-max,Fighting,T,PSP,Capcom,Capcom,0.33,0.27,0.01,0.02,2006
6256,Ninja Blade,ninja-blade,Action,M,X360,Microsoft,From Software,0.33,0.14,0.14,0.02,2009
6257,The King of Fighters XIII,the-king-of-fighters-xiii,Fighting,T,X360,Atlus,SNK Playmore Corporation,0.33,0.23,0.07,0.01,2011
6263,Klonoa 2: Lunatea's Veil,klonoa-2-lunateas-veil,Platform,E,PS2,Namco,Namco,0.33,0.12,0.1,0.08,2001
6268,Etrian Odyssey,etrian-odyssey,Role-Playing,T,DS,Atlus,Atlus Co. / Lancarse,0.33,0.19,0.03,0.09,2007
6270,Fracture,fracture,Shooter,T,X360,LucasArts,Day 1 Studios,0.33,0.15,0.14,0.0,2008
6274,NBA 2K10,nba-2k10,Sports,E,PSP,2K Sports,Visual Concepts,0.33,0.3,0.0,0.0,2009
6283,Shin Megami Tensei: Devil Summoner: Soul Hackers,shin-megami-tensei-devil-summoner-soul-hackers,Role-Playing,M,3DS,Atlus,Atlus,0.33,0.14,0.03,0.14,2013
6286,Binary Domain,binary-domain,Action,M,PS3,Sega,Amusement Vision,0.33,0.09,0.07,0.14,2012
6287,Planet Puzzle League,planet-puzzle-league,Puzzle,E,DS,Nintendo,Intelligent Systems,0.33,0.14,0.01,0.16,2007
6293,Classic NES Series: Castlevania,classic-nes-series-castlevania,Platform,E,GBA,Nintendo,Konami,0.33,0.17,0.06,0.09,2004
6298,Way of the Samurai 2,way-of-the-samurai-2,Action,M,PS2,Capcom,Acquire,0.33,0.05,0.04,0.23,2004
6305,Disgaea 2: Cursed Memories,disgaea-2-cursed-memories,Role-Playing,T,PS2,NIS America,Nippon Ichi Software,0.33,0.09,0.07,0.15,2006
6306,Clock Tower 3,clock-tower-3,Adventure,M,PS2,Capcom,SunSoft,0.33,0.1,0.08,0.12,2003
