Rank,Name,basename,Genre,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
5433,Nintendo Labo: Toy-Con 03 Vehicle Kit,nintendo-labo-toy-con-03-vehicle-kit,Racing,NS,Nintendo,Nintendo EPD,7.0,0.41,0.16,0.15,0.06,2018
5442,Battlefield 2: Modern Combat,battlefield-2-modern-combat,Shooter,X360,Electronic Arts,Digtal Illusions,7.8,0.41,0.35,0.02,0.01,2006
5451,Rune Factory 3: A Fantasy Harvest Moon,rune-factory-3-a-fantasy-harvest-moon,Role-Playing,DS,Natsume,Neverland Company,8.0,0.41,0.26,0.03,0.1,2010
5475,Overlord,overlord,Adventure,X360,Codemasters,Triumph Studios,7.7,0.4,0.34,0.03,0.01,2007
5482,Project X Zone,project-x-zone,Role-Playing,3DS,Namco Bandai Games,Banpresto,6.5,0.4,0.18,0.04,0.15,2013
5492,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,yu-gi-oh-5ds-stardust-accelerator-world-championship-2009,Action,DS,Konami,Konami,7.5,0.4,0.27,0.01,0.09,2009
5541,Castlevania: Portrait of Ruin,castlevania-portrait-of-ruin,Platform,DS,Konami,Konami,8.5,0.4,0.31,0.02,0.04,2006
5557,No More Heroes 2: Desperate Struggle,no-more-heroes-2-desperate-struggle,Action,Wii,Ubisoft,Grasshopper Manufacture,8.5,0.4,0.2,0.11,0.04,2010
5568,Etrian Odyssey IV: Legends of the Titan,etrian-odyssey-iv-legends-of-the-titan,Role-Playing,3DS,Atlus,Atlus Co.,8.2,0.39,0.12,0.06,0.21,2013
5572,Combat of Giants: Dinosaurs 3D,combat-of-giants-dinosaurs-3d,Strategy,3DS,Ubisoft,Ubisoft,4.3,0.39,0.25,0.07,0.05,2011
5593,Final Fantasy Crystal Chronicles: The Crystal Bearers,final-fantasy-crystal-chronicles-the-crystal-bearers,Adventure,Wii,Square Enix,Square Enix,6.7,0.39,0.21,0.08,0.08,2009
5594,NBA Live 09,nba-live-09,Sports,PSP,Electronic Arts,EA Canada,6.1,0.39,0.23,0.07,0.03,2008
5600,Dungeon Siege III,dungeon-siege-iii,Role-Playing,PS3,Square Enix,Obsidian Entertainment,7.3,0.39,0.17,0.13,0.03,2011
5620,Chibi-Robo! Plug into Adventure!,chibi-robo-plug-into-adventure,Adventure,GC,Nintendo,skip Ltd.,7.4,0.39,0.23,0.06,0.09,2006
5626,Advance Wars: Dual Strike,advance-wars-dual-strike,Strategy,DS,Nintendo,Intelligent Systems,9.0,0.39,0.3,0.03,0.04,2005
5631,LocoRoco,locoroco,Platform,PSP,Sony Computer Entertainment,SCE Japan Studio,8.1,0.39,0.14,0.05,0.16,2006
5635,Red Faction: Armageddon,red-faction-armageddon,Shooter,X360,THQ,Volition Inc.,7.1,0.39,0.18,0.16,0.01,2011
5642,Samurai Warriors Chronicles,samurai-warriors-chronicles,Action,3DS,Tecmo Koei,Omega Force,5.4,0.39,0.12,0.05,0.2,2011
5645,Hitman: Blood Money,hitman-blood-money,Action,X360,Eidos Interactive,IO Interactive,8.1,0.39,0.29,0.06,0.01,2006
5657,Metal Gear Solid: Snake Eater 3D,metal-gear-solid-snake-eater-3d,Action-Adventure,3DS,Konami Digital Entertainment,Konami Computer Entertainment Japan,7.9,0.39,0.15,0.12,0.1,2012
5673,Shin Megami Tensei: Nocturne,shin-megami-tensei-nocturne,Role-Playing,PS2,Atlus,Atlus Co.,8.0,0.38,0.07,0.05,0.25,2004
5681,Wii Sports Club,wii-sports-club,Sports,WiiU,Nintendo,Nintendo,6.7,0.38,0.17,0.14,0.04,2014
5706,Ghost Trick: Phantom Detective,ghost-trick-phantom-detective,Adventure,DS,Capcom,Capcom,8.2,0.38,0.17,0.08,0.12,2011
5725,Grandia Xtreme,grandia-xtreme,Role-Playing,PS2,Enix,Game Arts,6.7,0.38,0.07,0.05,0.25,2002
5744,Pro Evolution Soccer 2011 3D,pro-evolution-soccer-2011-3d,Sports,3DS,Konami,Konami,7.5,0.38,0.11,0.13,0.11,2011
5746,Pokemon Channel,pokemon-channel,Adventure,GC,Nintendo,Ambrella,5.2,0.38,0.24,0.06,0.07,2003
5755,Hatsune Miku: Project Mirai DX,hatsune-miku-project-mirai-dx,Misc,3DS,Sega,Sega,7.5,0.38,0.2,0.04,0.11,2015
5792,EA Sports MMA,ea-sports-mma,Fighting,PS3,EA Sports,EA Tiburon,7.6,0.37,0.16,0.14,0.01,2010
5825,Burnout Paradise Remastered,burnout-paradise-remastered,Racing,PS4,Electronic Arts,Stellar Entertainment,8.0,0.37,0.08,0.22,0.01,2018
5844,Shin Megami Tensei IV: Apocalypse,shin-megami-tensei-iv-apocalypse,Role-Playing,3DS,Atlus,Atlus,8.1,0.37,0.15,0.05,0.16,2016
5850,Dungeon Siege III,dungeon-siege-iii,Role-Playing,X360,Square Enix,Obsidian Entertainment,7.2,0.37,0.21,0.12,0.01,2011
5855,Tomb Raider: Legend,tomb-raider-legend,Action,X360,Eidos Interactive,Crystal Dynamics,8.1,0.37,0.27,0.07,0.01,2006
5863,Rune Factory: Frontier,rune-factory-frontier,Role-Playing,Wii,Xseed Games,Neverland Company,7.9,0.37,0.16,0.13,0.04,2009
5873,Sonic Lost World,sonic-lost-world,Platform,WiiU,Sega,Sonic Team,6.0,0.37,0.2,0.13,0.01,2013
5876,Fragile Dreams: Farewell Ruins of the Moon,fragile-dreams-farewell-ruins-of-the-moon,Role-Playing,Wii,Xseed Games,Tri-Crescendo,6.7,0.37,0.16,0.12,0.06,2010
5884,Wanted: Weapons of Fate,wanted-weapons-of-fate,Shooter,X360,Warner Bros. Interactive,GRIN,6.2,0.37,0.17,0.15,0.0,2009
5885,Xenosaga Episode III: Also sprach Zarathustra,xenosaga-episode-iii-also-sprach-zarathustra,Role-Playing,PS2,Namco,Monolith Soft,7.9,0.37,0.09,0.07,0.18,2006
5890,Castlevania: Order of Ecclesia,castlevania-order-of-ecclesia,Platform,DS,Konami,Konami,8.2,0.37,0.27,0.03,0.04,2008
5910,Dragon Ball Z: Attack of the Saiyans,dragon-ball-z-attack-of-the-saiyans,Role-Playing,DS,Namco Bandai,Monolith Soft,7.2,0.36,0.12,0.02,0.21,2009
5913,Tekken Hybrid,tekken-hybrid,Fighting,PS3,Namco,Namco Bandai Games,4.0,0.36,0.21,0.07,0.04,2011
5934,LocoRoco 2,locoroco-2,Platform,PSP,Sony Computer Entertainment,SCE Japan Studio,8.5,0.36,0.21,0.09,0.01,2009
5939,Valkyrie Profile: Lenneth,valkyrie-profile-lenneth,Role-Playing,PSP,Square Enix,tri-Ace,8.1,0.36,0.17,0.01,0.16,2006
5940,BlazBlue: Calamity Trigger,blazblue-calamity-trigger,Fighting,X360,Aksys Games,Arc System Works,8.5,0.36,0.21,0.08,0.04,2009
5942,The Wonderful 101,the-wonderful-101,Action,WiiU,Nintendo,PlatinumGames,8.0,0.36,0.15,0.11,0.08,2013
5963,Nintendo Labo: Toy-Con 02 Robot Kit,nintendo-labo-toy-con-02-robot-kit,Action,NS,Nintendo,Nintendo EPD,7.0,0.36,0.18,0.08,0.08,2018
6000,Harvest Moon: The Tale of Two Towns,harvest-moon-the-tale-of-two-towns,Simulation,3DS,Natsume,Marvelous Interactive,6.3,0.36,0.28,0.0,0.05,2011
6003,Formula 1 Championship Edition,formula-1-championship-edition,Racing,PS,Sony Computer Entertainment,Bizarre Creations,8.5,0.36,0.06,0.04,0.23,1997
6004,Trauma Center: Under the Knife,trauma-center-under-the-knife,Simulation,DS,Atlus,Atlus Co.,8.0,0.36,0.3,0.01,0.02,2005
6021,Suikoden V,suikoden-v,Role-Playing,PS2,Konami,Hudson Soft,7.9,0.35,0.08,0.06,0.19,2006
6029,Call of Duty: Ghosts,call-of-duty-ghosts,Shooter,WiiU,Activision,Infinity Ward,8.8,0.35,0.22,0.09,0.01,2013
6031,Dragon Ball Z: Extreme Butoden,dragon-ball-z-extreme-butoden,Fighting,3DS,Namco Bandai Games,Arc System Works,5.0,0.35,0.13,0.03,0.17,2015
6048,Persona 2: Eternal Punishment,persona-2-eternal-punishment,Role-Playing,PS,Atlus,Atlus Co.,8.7,0.35,0.03,0.02,0.28,2000
6053,Dead or Alive 5 Last Round,dead-or-alive-5-last-round,Fighting,PS4,Tecmo Koei,Team Ninja,7.1,0.35,0.09,0.13,0.09,2015
6066,Terminator Salvation,terminator-salvation,Shooter,X360,Warner Bros. Interactive,Halcyon,5.2,0.35,0.13,0.18,0.0,2009
6095,EverGrace,evergrace,Role-Playing,PS2,Agetec,From Software,6.2,0.35,0.1,0.08,0.15,2000
6108,Def Jam Icon,def-jam-icon,Action,X360,Electronic Arts,Unknown,6.3,0.35,0.3,0.01,0.0,2007
6122,Dynasty Warriors 5 Empires,dynasty-warriors-5-empires,Action,PS2,KOEI,Omega Force,6.3,0.34,0.11,0.09,0.12,2006
6130,Battalion Wars 2,battalion-wars-2,Strategy,Wii,Nintendo,Kuju Entertainment,7.7,0.34,0.22,0.02,0.08,2007
6149,Trauma Center: Second Opinion,trauma-center-second-opinion,Simulation,Wii,Atlus,Atlus Co.,8.2,0.34,0.28,0.01,0.03,2006
6172,Star Ocean: Second Evolution,star-ocean-second-evolution,Role-Playing,PSP,Square Enix,TOSE Software,8.0,0.34,0.14,0.02,0.16,2009
6174,Tenchu Z,tenchu-z,Action,X360,Microsoft,K2 LLC,5.7,0.34,0.27,0.02,0.02,2007
6188,Disgaea 5 Complete,disgaea-5-complete,Role-Playing,NS,NIS America,Nippon Ichi Software,9.0,0.34,0.15,0.11,0.05,2017
6193,Lord of Arcana,lord-of-arcana,Role-Playing,PSP,Square Enix,Square Enix,4.7,0.34,0.08,0.05,0.17,2011
6196,Dynasty Warriors 6 Empires,dynasty-warriors-6-empires,Action,PS3,KOEI,Omega Force,6.4,0.34,0.14,0.03,0.15,2009
6201,Kameo: Elements of Power,kameo-elements-of-power,Adventure,X360,Microsoft Game Studios,Rare Ltd.,7.7,0.34,0.28,0.03,0.0,2005
6215,The Eye of Judgment,the-eye-of-judgment,Strategy,PS3,Sony Computer Entertainment,SCE Japan Studio,7.5,0.34,0.28,0.0,0.02,2007
6218,Dynasty Warriors: Gundam 2,dynasty-warriors-gundam-2,Action,PS2,Namco Bandai,Omega Force,4.9,0.34,0.04,0.03,0.25,2009
6233,Dead or Alive 5,dead-or-alive-5,Fighting,X360,Tecmo Koei,Team Ninja,7.6,0.33,0.2,0.08,0.03,2012
6242,Bomberman World,bomberman-world,Puzzle,PS,Atlus,Hudson Soft,6.5,0.33,0.06,0.04,0.22,1998
6245,Mega Man ZX Advent,mega-man-zx-advent,Platform,DS,Capcom,Inti Creates,7.6,0.33,0.22,0.0,0.09,2007
6247,Street Fighter Alpha 3 MAX,street-fighter-alpha-3-max,Fighting,PSP,Capcom,Capcom,7.8,0.33,0.27,0.01,0.02,2006
6256,Ninja Blade,ninja-blade,Action,X360,Microsoft,From Software,6.7,0.33,0.14,0.14,0.02,2009
6263,Klonoa 2: Lunatea's Veil,klonoa-2-lunateas-veil,Platform,PS2,Namco,Namco,9.4,0.33,0.12,0.1,0.08,2001
6268,Etrian Odyssey,etrian-odyssey,Role-Playing,DS,Atlus,Atlus Co. / Lancarse,7.4,0.33,0.19,0.03,0.09,2007
6270,Fracture,fracture,Shooter,X360,LucasArts,Day 1 Studios,4.0,0.33,0.15,0.14,0.0,2008
6274,NBA 2K10,nba-2k10,Sports,PSP,2K Sports,Visual Concepts,5.5,0.33,0.3,0.0,0.0,2009
6287,Planet Puzzle League,planet-puzzle-league,Puzzle,DS,Nintendo,Intelligent Systems,8.6,0.33,0.14,0.01,0.16,2007
6293,Classic NES Series: Castlevania,classic-nes-series-castlevania,Platform,GBA,Nintendo,Konami,7.4,0.33,0.17,0.06,0.09,2004
6305,Disgaea 2: Cursed Memories,disgaea-2-cursed-memories,Role-Playing,PS2,NIS America,Nippon Ichi Software,7.9,0.33,0.09,0.07,0.15,2006
6306,Clock Tower 3,clock-tower-3,Adventure,PS2,Capcom,SunSoft,7.0,0.33,0.1,0.08,0.12,2003
6312,Resonance of Fate,resonance-of-fate,Role-Playing,X360,Sega,tri-Ace,7.4,0.33,0.12,0.13,0.06,2010
6321,Kirby: Battle Royale,kirby-battle-royale,Fighting,3DS,Nintendo,HAL Laboratory,6.0,0.33,0.07,0.05,0.2,2018
6323,Capcom Classics Collection Reloaded,capcom-classics-collection-reloaded,Misc,PSP,Capcom,Capcom,7.1,0.33,0.26,0.0,0.03,2006
6328,Tokyo Mirage Sessions #FE,tokyo-mirage-sessions-fe,Role-Playing,WiiU,Nintendo,Unknown,8.0,0.33,0.17,0.06,0.08,2016
6340,Dark Souls: Remastered,dark-souls-remastered,Role-Playing,NS,Bandai Namco Entertainment,From Software,8.8,0.33,0.16,0.11,0.03,2018
6359,Dr. Mario / Puzzle League,dr.-mario,Puzzle,GBA,Nintendo,Intelligent Systems,7.5,0.33,0.12,0.04,0.16,2005
6371,Final Fantasy XI: Wings of the Goddess,final-fantasy-xi-wings-of-the-goddess,Role-Playing,X360,Square Enix,Square Enix,6.5,0.32,0.28,0.0,0.02,2007
6373,Elebits,elebits,Action,Wii,Konami,Konami,7.3,0.32,0.22,0.01,0.08,2006
6385,Dead Rising 2: Off the Record,dead-rising-2-off-the-record,Action,PS3,Capcom,Blue Castle Games,7.1,0.32,0.11,0.08,0.1,2011
6398,Eternal Sonata,eternal-sonata,Role-Playing,X360,Namco Bandai,Tri-Crescendo,7.9,0.32,0.19,0.04,0.08,2007
6399,Shin Megami Tensei: Persona 2: Innocent Sin,shin-megami-tensei-persona-2-innocent-sin,Role-Playing,PSP,Atlus,Atlus Co.,7.0,0.32,0.14,0.04,0.11,2011
6407,Operation Flashpoint: Red River,operation-flashpoint-red-river,Shooter,PS3,Codemasters,Codemasters,6.8,0.32,0.06,0.14,0.07,2011
6423,Final Fantasy XI: Online,final-fantasy-xi-online,MMO,PS2,Square Enix,Square Enix,8.4,0.32,0.08,0.06,0.15,2004
6426,Bleach: Shattered Blade,bleach-shattered-blade,Fighting,Wii,Sega,Polygon Magic,5.3,0.32,0.21,0.01,0.08,2007
6427,Beautiful Katamari,beautiful-katamari,Puzzle,X360,Namco Bandai,Now Production,7.3,0.32,0.14,0.02,0.15,2007
6431,Chibi-Robo! Zip Lash,chibi-robo-zip-lash,Platform,3DS,Nintendo,Nintendo,5.5,0.32,0.14,0.09,0.07,2015
6438,Folklore,folklore,Role-Playing,PS3,Sony Computer Entertainment,Game Republic,7.5,0.32,0.2,0.04,0.05,2007
6497,Test Drive Unlimited,test-drive-unlimited,Racing,X360,Atari,Eden Studios,8.0,0.32,0.23,0.04,0.02,2006
6498,Singularity,singularity,Shooter,X360,Activision,Raven Software,7.7,0.32,0.24,0.04,0.0,2010
6513,BlazBlue: Continuum Shift,blazblue-continuum-shift,Fighting,X360,Aksys Games,Arc System Works,8.6,0.32,0.23,0.04,0.02,2010
6540,Bust-A-Move Universe,bust-a-move-universe,Puzzle,3DS,Square Enix,Arika,5.6,0.31,0.08,0.15,0.06,2011
6554,Catherine,catherine,Puzzle,X360,Atlus,Atlus,7.9,0.31,0.2,0.06,0.03,2011
6557,Namco Museum: Virtual Arcade,namco-museum-virtual-arcade,Misc,X360,Namco Bandai,Namco Bandai Games,7.0,0.31,0.27,0.01,0.01,2008
6575,Fuel,fuel,Racing,X360,Codemasters,Asobo Studios,6.6,0.31,0.09,0.18,0.0,2009
6611,Mega Man Zero Collection,mega-man-zero-collection,Platform,DS,Capcom,Inti Creates,7.5,0.31,0.17,0.01,0.11,2010
6627,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,yu-gi-oh-5ds-world-championship-2010-reverse-of-arcadia,Strategy,DS,Konami,Konami,7.6,0.31,0.18,0.02,0.09,2010
6657,Silent Hill: Shattered Memories,silent-hill-shattered-memories,Adventure,PSP,Konami,Climax Group,7.8,0.31,0.09,0.13,0.01,2010
6663,NBA Live 08,nba-live-08,Sports,PSP,Electronic Arts,EA Canada,6.8,0.31,0.28,0.0,0.0,2007
6676,The King of Fighters XIII,the-king-of-fighters-xiii,Fighting,PS3,Atlus,SNK Playmore Corporation,7.8,0.3,0.17,0.07,0.04,2011
6688,Tom Clancy's Splinter Cell 3D,tom-clancys-splinter-cell-3d,Action,3DS,Ubisoft,Gameloft,8.0,0.3,0.14,0.07,0.07,2011
6702,Monopoly for Nintendo Switch,monopoly-for-nintendo-switch,Board Game,NS,Ubisoft,Engine Software,5.3,0.3,0.06,0.22,0.01,2017
6718,Resident Evil Archives: Resident Evil,resident-evil-archives-resident-evil,Action,Wii,Capcom,Capcom Production Studio 4,7.6,0.3,0.16,0.04,0.08,2009
6719,Magna Carta 2,magna-carta-2,Role-Playing,X360,Namco Bandai,SoftMax,6.6,0.3,0.13,0.07,0.07,2009
6752,Dynasty Warriors 6,dynasty-warriors-6,Action,X360,KOEI,Omega Force,6.2,0.3,0.15,0.06,0.06,2008
6802,N3: Ninety-Nine Nights,n3-ninety-nine-nights,Action,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,0.3,0.2,0.03,0.05,2006
6822,Naruto to Boruto: Shinobi Striker,naruto-to-boruto-shinobi-striker,Action,PS4,Bandai Namco Games,Soleil Software Studio Inc.,8.5,0.29,0.19,0.03,0.02,2018
6831,Little King's Story,little-kings-story,Strategy,Wii,Xseed Games,Cing Inc. / Town Factory,8.5,0.29,0.14,0.11,0.02,2009
6844,Dynasty Warriors: Strikeforce,dynasty-warriors-strikeforce,Action,PS3,Tecmo Koei,Omega Force,6.8,0.29,0.11,0.08,0.07,2010
6860,Wanted: Weapons of Fate,wanted-weapons-of-fate,Shooter,PS3,Warner Bros. Interactive,GRIN,6.2,0.29,0.14,0.1,0.01,2009
6863,NieR,nier,Role-Playing,X360,Square Enix,Cavia Inc.,6.4,0.29,0.13,0.1,0.04,2010
6864,Ace Combat: Joint Assault,ace-combat-joint-assault,Simulation,PSP,Namco Bandai,Project ACES,7.0,0.29,0.06,0.05,0.15,2010
6886,Trace Memory,trace-memory,Adventure,DS,Nintendo,Cing,6.5,0.29,0.15,0.01,0.12,2005
6899,Trauma Center: New Blood,trauma-center-new-blood,Simulation,Wii,Atlus,Atlus Co.,7.5,0.29,0.22,0.04,0.01,2007
6911,Overcooked! 2,overcooked-2,Simulation,NS,Sold Out,Ghost Town Games,8.4,0.29,0.17,0.09,0.01,2018
6919,The Legend of Legacy,the-legend-of-legacy,Role-Playing,3DS,Atlus,Cattle Call,6.0,0.29,0.14,0.02,0.11,2015
6921,Majin and the Forsaken Kingdom,majin-and-the-forsaken-kingdom,Adventure,PS3,Namco Bandai,Game Republic,7.0,0.29,0.09,0.14,0.01,2010
6932,"Sakura Wars: So Long, My Love"," my love""",Role-Playing,PS2,NIS America,RED Entertainment,8.8,0.29,0.07,0.05,0.15,2010
6937,Sengoku Basara: Samurai Heroes,sengoku-basara-samurai-heroes,Action,Wii,Capcom,Capcom,6.0,0.29,0.06,0.02,0.2,2010
6939,Warriors Orochi 2,warriors-orochi-2,Action,PSP,KOEI,Omega Force,5.3,0.29,0.06,0.0,0.22,2009
6948,Dead Rising: Chop Till You Drop,dead-rising-chop-till-you-drop,Action,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,0.29,0.15,0.07,0.05,2009
6951,Feel the Magic XY/XX,feel-the-magic-xy,Puzzle,DS,Sega,Sonic Team,7.7,0.29,0.17,0.0,0.1,2004
6954,Ever Oasis,ever-oasis,Role-Playing,3DS,Nintendo,GREZZO,8.1,0.29,0.13,0.08,0.05,2017
6984,Tales of Phantasia,tales-of-phantasia,Role-Playing,GBA,Nintendo,Wolfteam / Namco Tales Studio,7.0,0.29,0.08,0.03,0.17,2006
7003,Shadow Hearts,shadow-hearts,Role-Playing,PS2,Midway Games,Sacnoth,7.0,0.28,0.09,0.07,0.1,2001
7018,DeathSmiles,deathsmiles,Shooter,X360,Aksys Games,Cave,8.0,0.28,0.15,0.06,0.05,2010
7029,WarioWare Gold,warioware-gold,Misc,3DS,Nintendo,Intelligent Systems,8.1,0.28,0.11,0.03,0.13,2018
7051,El Shaddai: Ascension of the Metatron,el-shaddai-ascension-of-the-metatron,Action,PS3,Ignition Entertainment,Ignition Entertainment,8.0,0.28,0.11,0.07,0.08,2011
7052,Operation Flashpoint: Red River,operation-flashpoint-red-river,Shooter,X360,Codemasters,Codemasters,7.0,0.28,0.1,0.14,0.01,2011
7071,Dead to Rights: Retribution,dead-to-rights-retribution,Shooter,PS3,Namco Bandai,Volatile Games,6.0,0.28,0.1,0.12,0.02,2010
7081,Mega Man ZX,mega-man-zx,Platform,DS,Capcom,Inti Creates,8.1,0.28,0.16,0.0,0.1,2006
7087,Dead or Alive,dead-or-alive,Fighting,PS,Tecmo,Team Ninja,8.3,0.28,0.09,0.06,0.1,1998
7107,Patapon 3,patapon-3,Platform,PSP,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,0.28,0.05,0.04,0.17,2011
7119,Darksiders,darksiders,Action,PS3,THQ,Vigil Games,7.8,0.28,0.02,0.14,0.02,2010
7128,Mister Mosquito,mister-mosquito,Shooter,PS2,Eidos Interactive,Zoom Inc.,6.6,0.28,0.05,0.04,0.17,2002
7131,Virtua Fighter 5 Online,virtua-fighter-5-online,Fighting,X360,Sega,Sega-AM2,9.2,0.28,0.2,0.02,0.03,2007
7160,Etrian Mystery Dungeon,etrian-mystery-dungeon,Role-Playing,3DS,Atlus,Spike Chunsoft,7.6,0.28,0.11,0.01,0.14,2015
7169,Armored Core: Project Phantasma,armored-core-project-phantasma,Simulation,PS,ASCII Entertainment,From Software,7.2,0.28,0.06,0.04,0.15,1998
7174,Rhythm Thief & the Emperor's Treasure,rhythm-thief-amp-the-emperors-treasure,Misc,3DS,Sega,Sega,7.5,0.28,0.07,0.07,0.12,2012
7224,Etrian Odyssey V: Beyond the Myth,etrian-odyssey-v-beyond-the-myth,Role-Playing,3DS,Atlus,Atlus,7.9,0.27,0.11,0.01,0.14,2017
7233,Shadows of the Damned,shadows-of-the-damned,Action,PS3,Electronic Arts,Grasshopper Manufacture,7.9,0.27,0.11,0.09,0.04,2011
7239,Pac-Pix,pac-pix,Puzzle,DS,Namco,Namco,6.8,0.27,0.16,0.0,0.1,2005
7287,Dragon Ball Z: Tenkaichi Tag Team,dragon-ball-z-tenkaichi-tag-team,Fighting,PSP,Namco Bandai,Dimps Corporation,6.0,0.27,0.11,0.04,0.09,2010
7356,Suikoden Tierkreis,suikoden-tierkreis,Role-Playing,DS,Konami,Konami,7.7,0.27,0.09,0.02,0.15,2009
7357,R.U.S.E.,ruse,Strategy,X360,Ubisoft,Eugen Systems,8.0,0.27,0.12,0.11,0.0,2010
7360,The World Ends with You: Final Remix,the-world-ends-with-you-final-remix,Role-Playing,NS,Nintendo,Square Enix,7.4,0.27,0.14,0.08,0.03,2018
7391,Etrian Odyssey: Millennium Girl,etrian-odyssey-millennium-girl,Role-Playing,3DS,Atlus,Atlus,8.1,0.26,0.1,0.01,0.14,2013
7405,Panzer Dragoon Orta,panzer-dragoon-orta,Shooter,XB,Sega,Smilebit,8.8,0.26,0.16,0.05,0.04,2003
7411,King's Field II,kings-field-ii,Role-Playing,PS,ASCII Entertainment,From Software,7.3,0.26,0.08,0.06,0.11,1996
7423,Deadly Premonition,deadly-premonition,Action,X360,Ignition Entertainment,Access Games,6.0,0.26,0.18,0.06,0.0,2010
7435,Stella Glow,stella-glow,Role-Playing,3DS,Atlus,imageepoch Inc.,7.5,0.26,0.17,0.01,0.06,2015
7471,Bust A Groove 2,bust-a-groove-2,Misc,PS,Enix,Metro,7.0,0.26,0.04,0.03,0.18,1999
7501,Resident Evil: Revelations,resident-evil-revelations,Shooter,X360,Capcom,Capcom,7.4,0.26,0.12,0.1,0.02,2013
7506,Metroid Prime Pinball,metroid-prime-pinball,Misc,DS,Nintendo,Fuse Games Limited,7.6,0.26,0.22,0.0,0.02,2005
7513,Resident Evil: Deadly Silence,resident-evil-deadly-silence,Action,DS,Capcom,Capcom,6.7,0.26,0.11,0.02,0.11,2006
7544,Armored Core: Master of Arena,armored-core-master-of-arena,Simulation,PS,Agetec,From Software,7.2,0.26,0.07,0.05,0.13,2000
7558,Polarium,polarium,Puzzle,DS,Nintendo,Mitchell,7.6,0.26,0.13,0.01,0.11,2005
7567,Castlevania: Harmony of Dissonance,castlevania-harmony-of-dissonance,Platform,GBA,Konami,Konami Computer Entertainment Tokyo,8.6,0.26,0.16,0.06,0.04,2002
7592,Bomberman Generation,bomberman-generation,Adventure,GC,Majesco,Game Arts,8.4,0.25,0.15,0.04,0.06,2002
7594,Game & Wario,game-amp-wario,Party,WiiU,Nintendo,Intelligent Systems,6.2,0.25,0.06,0.06,0.12,2013
7595,Final Fantasy Crystal Chronicles: Echoes of Time,final-fantasy-crystal-chronicles-echoes-of-time,Role-Playing,Wii,Square Enix,Square Enix,6.9,0.25,0.13,0.06,0.05,2009
7599,Hunted: The Demon's Forge,hunted-the-demons-forge,Role-Playing,PS3,Bethesda Softworks,InXile Entertainment,6.1,0.25,0.12,0.09,0.02,2011
7620,Sonic Boom: Fire & Ice,sonic-boom-fire-amp-ice,Platform,3DS,Sega,Sanzaru Games,6.9,0.25,0.14,0.08,0.02,2016
7632,Ace Combat: Assault Horizon Legacy,ace-combat-assault-horizon-legacy,Simulation,3DS,Namco Bandai,Namco Bandai Games,7.0,0.25,0.1,0.06,0.08,2011
7641,Sid Meier's Civilization VI,sid-meiers-civilization-vi,Strategy,NS,2K Games,Firaxis Games,9.4,0.25,0.12,0.11,0.01,2018
7646,Dead or Alive Xtreme 2,dead-or-alive-xtreme-2,Sports,X360,Tecmo,Team Ninja,5.3,0.25,0.15,0.02,0.06,2006
7649,Spirit Camera: The Cursed Memoir,spirit-camera-the-cursed-memoir,Action-Adventure,3DS,Nintendo,Tecmo Koei Games,5.7,0.25,0.15,0.02,0.06,2012
7650,Bomberman Tournament,bomberman-tournament,Puzzle,GBA,Activision,Hudson Soft,8.8,0.25,0.1,0.04,0.1,2001
7682,Disgaea 2: Dark Hero Days,disgaea-2-dark-hero-days,Role-Playing,PSP,NIS America,Nippon Ichi Software,8.1,0.25,0.1,0.01,0.12,2009
7688,Hybrid Heaven,hybrid-heaven,Role-Playing,N64,Konami,KCEO,7.0,0.25,0.16,0.04,0.05,1999
7754,Armored Core 4,armored-core-4,Simulation,X360,Sega,From Software,6.5,0.25,0.19,0.01,0.03,2007
7800,7th Dragon III Code: VFD,7th-dragon-iii-code-vfd,Role-Playing,3DS,Sega,Sega,7.5,0.24,0.06,0.04,0.13,2016
7831,Virtua Tennis 4,virtua-tennis-4,Sports,X360,Sega,Sega-AM2,6.5,0.24,0.12,0.09,0.01,2011
7838,Fuel,fuel,Racing,PS3,Codemasters,Asobo Studios,6.6,0.24,0.08,0.11,0.0,2009
7843,NBA Live 10,nba-live-10,Sports,PSP,EA Sports,EA Canada,5.9,0.24,0.21,0.0,0.01,2009
7890,Final Fantasy Fables: Chocobo Tales,final-fantasy-fables-chocobo-tales,Adventure,DS,Square Enix,High Horse Entertainment,7.4,0.24,0.1,0.01,0.12,2007
7897,Resident Evil Archives: Resident Evil Zero,resident-evil-archives-resident-evil-zero,Action,Wii,Capcom,Capcom Production Studio 4,5.8,0.24,0.13,0.04,0.06,2009
7923,Valhalla Knights,valhalla-knights,Role-Playing,PSP,Xseed Games,K2 LLC,5.2,0.24,0.15,0.0,0.07,2007
7941,Luminous Arc,luminous-arc,Role-Playing,DS,Atlus,imageepoch Inc.,6.8,0.24,0.16,0.0,0.06,2007
7944,Avalon Code,avalon-code,Role-Playing,DS,Marvelous Interactive,Matrix Software,7.1,0.24,0.11,0.0,0.12,2009
